Source,Target,Mean_CLR,Mean_DII,Observed_Diff,Empirical_p_value,FDR_adjusted_p_value,Significant
vasculature,NK cells,0.0,0.0,0.0,1.0,1.0,No
vasculature,immune cells,0.0022060176665439826,0.00015625,0.0020497676665439824,0.2997002997002997,1.0,No
vasculature,immune cells / vasculature,0.0005553539019963701,0.0035235496115249947,-0.0029681957095286245,0.5544455544455544,1.0,No
vasculature,smooth muscle,0.004259445844168056,0.006186344462385327,-0.0019268986182172706,0.3826173826173826,1.0,No
vasculature,CD11b+CD68+ macrophages,0.0,0.00039135290249368246,-0.00039135290249368246,0.26173826173826176,1.0,No
vasculature,B cells,0.0019930152636728916,0.0006467579901835957,0.0013462572734892959,0.10589410589410589,1.0,No
vasculature,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
vasculature,CD4+ T cells,0.0003007518796992481,0.0,0.0003007518796992481,0.0999000999000999,1.0,No
vasculature,Tregs,0.00023674242424242425,0.00021238090964837499,2.4361514594049263e-05,0.8051948051948052,1.0,No
vasculature,CD8+ T cells,0.0010384565407008089,0.0034845936825142923,-0.0024461371418134834,0.5374625374625375,1.0,No
vasculature,plasma cells,0.0023406165635618164,0.0005930600259410089,0.0017475565376208076,0.15784215784215785,1.0,No
Tregs,B cells,0.009241871455231377,0.0012865264448974855,0.007955345010333893,0.06893106893106893,1.0,No
Tregs,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
Tregs,Tregs,0.0030307112068965517,0.006191981854273183,-0.003161270647376631,0.3786213786213786,1.0,No
Tregs,CD8+ T cells,0.0006009615384615385,0.0020824428484894604,-0.001481481310027922,0.1838161838161838,1.0,No
Tregs,plasma cells,0.0,0.0016583747927031507,-0.0016583747927031507,0.8691308691308691,1.0,No
Tregs,adipocytes,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD68+CD163+ macrophages,0.016523525469016746,0.004960459352157952,0.011563066116858794,0.1888111888111888,1.0,No
Tregs,stroma,0.0006901311249137336,0.0018920004627623244,-0.0012018693378485906,0.3276723276723277,1.0,No
Tregs,tumor cells,0.0027777777777777775,0.0029986655718856033,-0.00022088779410782584,0.9180819180819181,1.0,No
Tregs,CD4+ T cells CD45RO+,0.009060734819150363,0.00548771236829688,0.0035730224508534834,0.5334665334665335,1.0,No
Tregs,vasculature,0.0007267441860465116,0.0006774749985668797,4.926918747963187e-05,0.8531468531468531,1.0,No
Tregs,granulocytes,0.0171875,0.003686820450124833,0.013500679549875168,0.7372627372627373,1.0,No
CD8+ T cells,CD3+ T cells,0.0,0.0005577244841048522,-0.0005577244841048522,0.5424575424575424,1.0,No
CD8+ T cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD4+ T cells CD45RO+,0.006179325702819609,0.013751646903820818,-0.007572321201001209,0.922077922077922,1.0,No
CD4+ T cells,vasculature,5.360493165371214e-05,0.0,5.360493165371214e-05,0.0999000999000999,1.0,No
Tregs,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
Tregs,lymphatics,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
Tregs,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
Tregs,nerves,0.0005574136008918618,0.0,0.0005574136008918618,0.0989010989010989,1.0,No
Tregs,NK cells,0.0,0.0,0.0,1.0,1.0,No
Tregs,immune cells,0.006097560975609756,0.0,0.006097560975609756,0.6663336663336663,1.0,No
Tregs,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
Tregs,tumor cells / immune cells,0.001278772378516624,0.0,0.001278772378516624,0.954045954045954,1.0,No
Tregs,smooth muscle,0.0,0.002642602342547209,-0.002642602342547209,0.10589410589410589,1.0,No
CD4+ T cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,immune cells,0.006761894566772615,0.00022831050228310502,0.00653358406448951,0.14685314685314685,1.0,No
CD4+ T cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,tumor cells / immune cells,0.0002652519893899204,0.0,0.0002652519893899204,0.33966033966033965,1.0,No
CD4+ T cells,smooth muscle,5.5181547290586025e-05,0.0,5.5181547290586025e-05,0.07192807192807193,1.0,No
CD4+ T cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,B cells,0.006022309309357699,0.025155666251556665,-0.019133356942198965,0.926073926073926,1.0,No
CD4+ T cells,CD11c+ DCs,0.0005370569280343716,0.0,0.0005370569280343716,0.26673326673326675,1.0,No
CD4+ T cells,adipocytes,0.0,0.00045662100456621003,-0.00045662100456621003,0.5994005994005994,1.0,No
CD4+ T cells,CD68+CD163+ macrophages,0.0004164458844556825,0.026911352403695906,-0.026494906519240222,0.4015984015984016,1.0,No
CD4+ T cells,tumor cells,0.00029872201672422554,0.0017482517482517483,-0.0014495297315275228,0.99000999000999,1.0,No
CD11c+ DCs,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD68+CD163+ macrophages,0.010416666666666666,0.0287488908606921,-0.018332224194025436,0.8471528471528471,1.0,No
CD11c+ DCs,stroma,0.010416666666666666,0.009523809523809523,0.0008928571428571432,0.8701298701298701,1.0,No
CD11c+ DCs,tumor cells,0.015625,0.00479148181011535,0.01083351818988465,0.7642357642357642,1.0,No
CD11c+ DCs,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,granulocytes,0.0035353535353535356,0.01464063886424135,-0.011105285328887814,0.8591408591408591,1.0,No
CD4+ T cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells,nerves,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,nerves,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,smooth muscle,0.0,0.014285714285714285,-0.014285714285714285,0.7642357642357642,1.0,No
CD11c+ DCs,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,B cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD11c+ DCs,0.0,0.00035492457852706296,-0.00035492457852706296,0.7162837162837162,1.0,No
CD11c+ DCs,CD4+ T cells,0.0011695906432748538,0.0,0.0011695906432748538,0.26673326673326675,1.0,No
CD11c+ DCs,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD8+ T cells,0.013194444444444443,0.0,0.013194444444444443,0.07792207792207792,1.0,No
B cells,B cells,0.01447878505415297,0.007360763800943121,0.0071180212532098485,0.11488511488511488,1.0,No
B cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
B cells,CD4+ T cells,0.0016853613335056604,0.0005050991121372353,0.001180262221368425,0.07592407592407592,1.0,No
B cells,Tregs,0.00011871403525366068,0.00034136615531964366,-0.00022265212006598298,0.6923076923076923,1.0,No
B cells,CD8+ T cells,0.002426217432092869,0.0029177642439288665,-0.0004915468118359976,0.939060939060939,1.0,No
B cells,plasma cells,0.0004231273935028771,0.0009209301069443304,-0.0004978027134414533,0.4405594405594406,1.0,No
B cells,adipocytes,4.842905205022435e-05,0.0,4.842905205022435e-05,0.5044955044955045,1.0,No
B cells,CD68+CD163+ macrophages,0.00644800952472533,0.010291159172779814,-0.003843149648054484,0.6403596403596403,1.0,No
B cells,stroma,0.007177623596390423,0.0032140616392032717,0.003963561957187152,0.6623376623376623,1.0,No
B cells,tumor cells,0.009451774493071009,0.010335915852002149,-0.0008841413589311398,0.919080919080919,1.0,No
B cells,CD4+ T cells CD45RO+,0.006254796466989758,0.007025470871783869,-0.0007706744047941113,0.8711288711288712,1.0,No
B cells,vasculature,0.0008909868519674692,0.0012085773970178894,-0.00031759054505042024,0.8071928071928072,1.0,No
B cells,granulocytes,0.0035959958347220825,0.0028130875127110517,0.0007829083220110308,0.8151848151848152,1.0,No
CD11c+ DCs,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD11c+ DCs,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,vasculature,0.0,0.00835898225094901,-0.00835898225094901,0.5074925074925075,1.0,No
CD11b+CD68+ macrophages,granulocytes,0.0007739938080495355,0.009420797351298549,-0.008646803543249013,0.24375624375624375,1.0,No
B cells,CD3+ T cells,8.903926631644555e-05,0.0,8.903926631644555e-05,0.5034965034965035,1.0,No
B cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
B cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
B cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
B cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
B cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
B cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
B cells,nerves,1.841552797318699e-05,0.0,1.841552797318699e-05,0.11488511488511488,1.0,No
B cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
B cells,immune cells,0.002591105811530001,0.0,0.002591105811530001,0.16083916083916083,1.0,No
B cells,immune cells / vasculature,0.0007861838979170446,0.0,0.0007861838979170446,0.13386613386613386,1.0,No
B cells,tumor cells / immune cells,0.00016698000253529847,0.0,0.00016698000253529847,0.5534465534465535,1.0,No
B cells,smooth muscle,0.0017439913412107602,0.002609986799638704,-0.0008659954584279439,0.6383616383616384,1.0,No
B cells,CD11b+CD68+ macrophages,7.589556769884639e-05,0.00019631034836759348,-0.00012041478066874708,0.7952047952047953,1.0,No
CD11b+CD68+ macrophages,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,smooth muscle,0.006683375104427736,0.016871644266611946,-0.01018826916218421,0.5474525474525475,1.0,No
CD11b+CD68+ macrophages,CD11b+CD68+ macrophages,0.0,0.0004103826818508259,-0.0004103826818508259,0.999000999000999,1.0,No
CD11b+CD68+ macrophages,B cells,0.027777777777777776,0.01201923076923077,0.015758547008547008,0.5514485514485514,1.0,No
CD11b+CD68+ macrophages,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD8+ T cells,0.0,0.00229748265540496,-0.00229748265540496,0.2967032967032967,1.0,No
CD11b+CD68+ macrophages,plasma cells,0.0,0.003703703703703704,-0.003703703703703704,0.998001998001998,1.0,No
CD11b+CD68+ macrophages,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD68+CD163+ macrophages,0.016917293233082706,0.008236981021791148,0.008680312211291558,0.5814185814185814,1.0,No
CD11b+CD68+ macrophages,stroma,0.02631578947368421,0.019038639607383254,0.007277149866300955,0.5164835164835165,1.0,No
CD11b+CD68+ macrophages,tumor cells,0.0,0.0011301989150090414,-0.0011301989150090414,0.4775224775224775,1.0,No
CD11b+CD68+ macrophages,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,adipocytes,8.09541391019084e-05,0.00014088475626937167,-5.993061716746327e-05,0.7622377622377622,1.0,No
smooth muscle,CD68+CD163+ macrophages,0.003860000095744006,0.005699493522538278,-0.001839493426794272,0.26173826173826176,1.0,No
smooth muscle,stroma,0.003006847248357175,0.004815486332514296,-0.0018086390841571213,0.21178821178821178,1.0,No
smooth muscle,tumor cells,0.002630881487798431,0.0045927278313652046,-0.0019618463435667737,0.36563436563436563,1.0,No
smooth muscle,vasculature,0.0033844952646479975,0.0016348297510316114,0.001749665513616386,0.25374625374625376,1.0,No
smooth muscle,granulocytes,0.0008554692457870626,0.0019444605382311416,-0.001088991292444079,0.1108891108891109,1.0,No
CD11b+CD68+ macrophages,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD11b+ monocytes,0.0,0.015625,-0.015625,0.949050949050949,1.0,No
CD11b+CD68+ macrophages,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,CD68+ macrophages,0.0,0.020253164556962026,-0.020253164556962026,0.9820179820179821,1.0,No
CD11b+CD68+ macrophages,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,nerves,0.0,0.0,0.0,1.0,1.0,No
CD11b+CD68+ macrophages,NK cells,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,lymphatics,0.0,6.740415827563059e-05,-6.740415827563059e-05,0.4785214785214785,1.0,No
smooth muscle,CD68+ macrophages,0.00028504641077113353,0.0005888700882898845,-0.000303823677518751,0.4045954045954046,1.0,No
smooth muscle,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,nerves,3.7537537537537536e-05,1.892935564473385e-05,1.8608181892803684e-05,0.5834165834165834,1.0,No
smooth muscle,NK cells,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,immune cells,0.003728943873628294,2.6488662852299217e-05,0.0037024552107759946,0.25274725274725274,1.0,No
smooth muscle,immune cells / vasculature,0.00020734526204848136,0.0003362900459089207,-0.00012894478386043934,0.6323676323676324,1.0,No
smooth muscle,tumor cells / immune cells,6.998880179171333e-05,0.0,6.998880179171333e-05,0.9660339660339661,1.0,No
smooth muscle,smooth muscle,0.015948587704609076,0.018031974291670694,-0.0020833865870616176,0.6503496503496503,1.0,No
smooth muscle,CD11b+CD68+ macrophages,0.00030358153448136474,0.0005148271628710884,-0.00021124562838972365,0.7042957042957043,1.0,No
smooth muscle,B cells,0.0006418947631921285,0.0003703742602704261,0.00027152050292170236,0.4865134865134865,1.0,No
smooth muscle,CD11c+ DCs,0.0,2.541942043721403e-05,-2.541942043721403e-05,0.7642357642357642,1.0,No
smooth muscle,CD4+ T cells,0.014705882352941176,0.0,0.014705882352941176,0.07192807192807193,1.0,No
smooth muscle,Tregs,0.0,0.0002862024823906236,-0.0002862024823906236,0.11888111888111888,1.0,No
smooth muscle,plasma cells,0.0006062666006121778,0.00040353004726355346,0.00020273655334862432,0.5504495504495505,1.0,No
tumor cells / immune cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD4+ T cells,0.00015698587127158556,0.0,0.00015698587127158556,0.33966033966033965,1.0,No
tumor cells / immune cells,Tregs,8.873114463176575e-05,0.0,8.873114463176575e-05,0.954045954045954,1.0,No
tumor cells / immune cells,plasma cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,adipocytes,0.0014005602240896359,0.0002527075812274368,0.001147852642862199,0.999000999000999,1.0,No
tumor cells / immune cells,CD68+CD163+ macrophages,0.02777777777777778,2.5070196550340957e-05,0.02775270758122744,0.3196803196803197,1.0,No
tumor cells / immune cells,stroma,0.00510204081632653,0.0,0.00510204081632653,0.985014985014985,1.0,No
tumor cells / immune cells,tumor cells,0.01629645055301032,0.016885265757106912,-0.0005888152040965933,0.964035964035964,1.0,No
tumor cells / immune cells,CD4+ T cells CD45RO+,0.006535471331389698,0.0,0.006535471331389698,0.2817182817182817,1.0,No
tumor cells / immune cells,granulocytes,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
smooth muscle,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,granulocytes,0.004777807486631016,0.0038470285889750503,0.0009307788976559658,0.8081918081918081,1.0,No
tumor cells / immune cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,nerves,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,immune cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,smooth muscle,0.02127659574468085,0.0,0.02127659574468085,0.9660339660339661,1.0,No
tumor cells / immune cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,B cells,0.001950113378684807,0.0,0.001950113378684807,0.45854145854145856,1.0,No
immune cells / vasculature,immune cells / vasculature,0.006597037744863832,0.007136015325670498,-0.0005389775808066662,0.993006993006993,1.0,No
immune cells / vasculature,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,smooth muscle,0.007116692830978545,0.008986586837464032,-0.001869894006485487,0.9600399600399601,1.0,No
immune cells / vasculature,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,B cells,0.022569444444444444,0.0,0.022569444444444444,0.0989010989010989,1.0,No
immune cells / vasculature,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,Tregs,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD8+ T cells,0.01,0.0023946360153256708,0.0076053639846743295,0.27972027972027974,1.0,No
immune cells / vasculature,plasma cells,0.000641025641025641,0.0006149633342615798,2.6062306764061184e-05,0.948051948051948,1.0,No
immune cells / vasculature,adipocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD68+CD163+ macrophages,0.005510789167338035,0.0028808974390870943,0.002629891728250941,0.4125874125874126,1.0,No
immune cells / vasculature,tumor cells,0.012076147559025571,0.02099220822281167,-0.008916060663786099,0.9250749250749251,1.0,No
immune cells / vasculature,CD4+ T cells CD45RO+,7.326007326007326e-05,0.0001240079365079365,-5.074786324786324e-05,0.9370629370629371,1.0,No
immune cells / vasculature,vasculature,0.002838983050847458,0.02114150018244846,-0.018302517131601,0.5054945054945055,1.0,No
immune cells,CD68+CD163+ macrophages,0.006738255455607139,0.0035714285714285713,0.003166826884178568,0.5544455544455544,1.0,No
immune cells,stroma,0.0027226103180817613,0.0020833333333333333,0.000639276984748428,0.7652347652347652,1.0,No
immune cells,tumor cells,0.018943238195269267,0.005,0.013943238195269266,0.24575424575424576,1.0,No
immune cells,CD4+ T cells CD45RO+,0.0038586159226995766,0.002564102564102564,0.0012945133585970125,0.6943056943056943,1.0,No
immune cells,vasculature,0.023087692212518388,0.008333333333333333,0.014754358879185055,0.8361638361638362,1.0,No
immune cells,granulocytes,0.0077861952861952854,0.025543478260869567,-0.01775728297467428,0.6123876123876124,1.0,No
immune cells / vasculature,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,lymphatics,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD68+ macrophages,0.0,0.00012860082304526747,-0.00012860082304526747,0.998001998001998,1.0,No
immune cells / vasculature,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,nerves,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,NK cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
immune cells,nerves,0.0,0.0,0.0,1.0,1.0,No
immune cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,immune cells,0.0016334406532288535,0.0,0.0016334406532288535,0.17582417582417584,1.0,No
immune cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
immune cells,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,smooth muscle,0.0008860870075244302,0.008547008547008546,-0.007660921539484116,0.7072927072927073,1.0,No
immune cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,B cells,0.005947328940912482,0.0,0.005947328940912482,0.15584415584415584,1.0,No
immune cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD4+ T cells,0.0008626128040951734,0.0007246376811594203,0.00013797512293575308,0.8721278721278721,1.0,No
immune cells,Tregs,4.533502584096473e-05,0.0,4.533502584096473e-05,0.6663336663336663,1.0,No
immune cells,CD8+ T cells,0.0006627163311800666,0.025,-0.024337283668819935,0.37962037962037964,1.0,No
immune cells,plasma cells,0.0029983182864223757,0.0,0.0029983182864223757,0.6463536463536463,1.0,No
immune cells,adipocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,Tregs,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD8+ T cells,0.0,0.0005555555555555556,-0.0005555555555555556,0.7712287712287712,1.0,No
NK cells,plasma cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,adipocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,stroma,0.0,0.0005555555555555556,-0.0005555555555555556,0.7712287712287712,1.0,No
NK cells,tumor cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
NK cells,vasculature,0.0,0.0,0.0,1.0,1.0,No
NK cells,granulocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
nerves,vasculature,0.0,0.0,0.0,1.0,1.0,No
nerves,granulocytes,0.004878048780487805,0.0,0.004878048780487805,0.2017982017982018,1.0,No
NK cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
NK cells,nerves,0.0,0.0,0.0,1.0,1.0,No
NK cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,immune cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
NK cells,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,B cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
nerves,immune cells,0.0,0.0,0.0,1.0,1.0,No
nerves,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
nerves,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
nerves,smooth muscle,0.0025,0.0006447453255963894,0.0018552546744036106,0.5834165834165834,1.0,No
nerves,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
nerves,B cells,0.0017543859649122807,0.0,0.0017543859649122807,0.11488511488511488,1.0,No
nerves,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
nerves,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
nerves,Tregs,0.001349527665317139,0.0,0.001349527665317139,0.0989010989010989,1.0,No
nerves,CD8+ T cells,0.004878048780487805,0.0070921985815602835,-0.0022141498010724786,0.932067932067932,1.0,No
nerves,plasma cells,0.0,0.0,0.0,1.0,1.0,No
nerves,adipocytes,0.0,0.0,0.0,1.0,1.0,No
nerves,CD68+CD163+ macrophages,0.006097560975609756,0.0,0.006097560975609756,0.2007992007992008,1.0,No
nerves,stroma,0.007317073170731707,0.014286401958492073,-0.006969328787760366,0.6793206793206793,1.0,No
nerves,tumor cells,0.005816135084427768,0.0070921985815602835,-0.0012760634971325157,0.971028971028971,1.0,No
nerves,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD68+CD163+ macrophages,0.0021929824561403508,0.008,-0.005807017543859649,0.951048951048951,1.0,No
CD68+ macrophages GzmB+,stroma,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,tumor cells,0.009711779448621553,0.0,0.009711779448621553,0.07692307692307693,1.0,No
CD68+ macrophages GzmB+,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,granulocytes,0.0,0.0,0.0,1.0,1.0,No
nerves,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
nerves,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
